ID,labels,cpe,description,cwe_id,cwe_name
CVE-2019-9142,['maven:org.b3log:symphony'],['b3log symphony'],An issue was discovered in b3log Symphony (aka Sym) before v3.4.7. XSS exists via the userIntro and userNickname fields to processor/SettingsProcessor.java.,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2018-3824,['maven:org.elasticsearch:elasticsearch'],"['elastic elasticsearch_x-pack', 'elastic kibana_x-pack', 'elastic logstash_x-pack']","X-Pack Machine Learning versions before 6.2.4 and 5.6.9 had a cross-site scripting (XSS) vulnerability. If an attacker is able to inject data into an index that has a ML job running against it, then when another user views the results of the ML job it could allow the attacker to obtain sensitive information from or perform destructive actions on behalf of that other ML user.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2019-9155,['maven:org.webjars.npm:openpgp'],['openpgpjs openpgpjs'],A cryptographic issue in OpenPGP.js <=4.2.0 allows an attacker who is able provide forged messages and gain feedback about whether decryption of these messages succeeded to conduct an invalid curve attack in order to gain the victim's ECDH private key.,CWE-327,Use of a Broken or Risky Cryptographic Algorithm
CVE-2020-2124,['maven:com.moded.extendedchoiceparameter:dynamic_extended_choice_parameter'],['jenkins dynamic_extended_choice_parameter'],"Jenkins Dynamic Extended Choice Parameter Plugin 1.0.1 and earlier stores a password unencrypted in job config.xml files on the Jenkins master where it can be viewed by users with Extended Read permission, or access to the master file system.",CWE-522,Insufficiently Protected Credentials
CVE-2020-4051,"['maven:org.webjars.bower:dijit', 'maven:org.webjars:dojo-src']","['openjsf dijit', 'debian debian_linux', 'netapp snapcenter', 'netapp oncommand_workflow_automation', 'netapp oncommand_insight', 'netapp active_iq_unified_manager']","In Dijit before versions 1.11.11, and greater than or equal to 1.12.0 and less than 1.12.9, and greater than or equal to 1.13.0 and less than 1.13.8, and greater than or equal to 1.14.0 and less than 1.14.7, and greater than or equal to 1.15.0 and less than 1.15.4, and greater than or equal to 1.16.0 and less than 1.16.3, there is a cross-site scripting vulnerability in the Editor's LinkDialog plugin. This has been fixed in 1.11.11, 1.12.9, 1.13.8, 1.14.7, 1.15.4, 1.16.3.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2018-12036,['maven:org.owasp:dependency-check-core'],['owasp dependency-check'],OWASP Dependency-Check before 3.2.0 allows attackers to write to arbitrary files via a crafted archive that holds directory traversal filenames.,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2019-10367,['maven:io.jenkins:configuration-as-code'],['jenkins configuration_as_code'],"Due to an incomplete fix of CVE-2019-10343, Jenkins Configuration as Code Plugin 1.26 and earlier did not properly apply masking to some values expected to be hidden when logging the configuration being applied.",CWE-532,Insertion of Sensitive Information into Log File
CVE-2020-2090,"['maven:org.jenkins-ci.plugins:ec2', 'maven:org.jvnet.hudson.plugins:ec2']",['jenkins amazon_ec2'],A cross-site request forgery vulnerability in Jenkins Amazon EC2 Plugin 1.47 and earlier allows attackers to connect to an attacker-specified URL within the AWS region using attacker-specified credentials IDs obtained through another method.,CWE-352,Cross-Site Request Forgery (CSRF)
CVE-2017-1000208,"['maven:io.swagger:swagger-codegen', 'maven:io.swagger:swagger-parser']","['swagger swagger-parser', 'swagger swagger-codegen']","A vulnerability in Swagger-Parser's (version <= 1.0.30) yaml parsing functionality results in arbitrary code being executed when a maliciously crafted yaml Open-API specification is parsed. This in particular, affects the 'generate' and 'validate' command in swagger-codegen (<= 2.2.2) and can lead to arbitrary code being executed when these commands are used on a well-crafted yaml specification.",CWE-502,Deserialization of Untrusted Data
CVE-2017-16116,['maven:org.webjars.npm:string'],['string_project string'],The string module is a module that provides extra string operations. The string module is vulnerable to regular expression denial of service when specifically crafted untrusted user input is passed into the underscore or unescapeHTML methods.,CWE-400,Uncontrolled Resource Consumption
CVE-2017-2606,['maven:org.jenkins-ci.main:jenkins-core'],['jenkins jenkins'],"Jenkins before versions 2.44, 2.32.2 is vulnerable to an information exposure in the internal API that allows access to item names that should not be visible (SECURITY-380). This only affects anonymous users (other users legitimately have access) that were able to get a list of items via an UnprotectedRootAction.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2017-8046,['maven:org.springframework.data:spring-data-rest-webmvc'],"['vmware spring_boot', 'pivotal_software spring_data_rest']","Malicious PATCH requests submitted to servers using Spring Data REST versions prior to 2.6.9 (Ingalls SR9), versions prior to 3.0.1 (Kay SR1) and Spring Boot versions prior to 1.5.9, 2.0 M6 can use specially crafted JSON data to run arbitrary Java code.",CWE-20,Improper Input Validation
CVE-2022-27199,['maven:org.jenkins-ci.plugins:aws-credentials'],['jenkins cloudbees_aws_credentials'],A missing permission check in Jenkins CloudBees AWS Credentials Plugin 189.v3551d5642995 and earlier allows attackers with Overall/Read permission to connect to an AWS service using an attacker-specified token.,CWE-862,Missing Authorization
CVE-2019-10170,"['maven:org.keycloak:keycloak-services', 'maven:org.keycloak:keycloak-core']",['redhat keycloak'],"A flaw was found in the Keycloak admin console, where the realm management interface permits a script to be set via the policy. This flaw allows an attacker with authenticated user and realm management permissions to configure a malicious script to trigger and execute arbitrary code with the permissions of the application user.",,
CVE-2018-8041,['maven:org.apache.camel:camel-mail'],['apache camel'],"Apache Camel's Mail 2.20.0 through 2.20.3, 2.21.0 through 2.21.1 and 2.22.0 is vulnerable to path traversal.",CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2017-5653,['maven:org.apache.cxf:cxf-rt-rs-security-xml'],['apache cxf'],"JAX-RS XML Security streaming clients in Apache CXF before 3.1.11 and 3.0.13 do not validate that the service response was signed or encrypted, which allows remote attackers to spoof servers.",CWE-295,Improper Certificate Validation
CVE-2010-3700,"['maven:org.springframework.security:spring-security-web', 'maven:org.springframework.security:spring-security-core']",[],"VMware SpringSource Spring Security 2.x before 2.0.6 and 3.x before 3.0.4, and Acegi Security 1.0.0 through 1.0.7, as used in IBM WebSphere Application Server (WAS) 6.1 and 7.0, allows remote attackers to bypass security constraints via a path parameter.",,
CVE-2013-5823,['maven:org.apache.santuario:xmlsec'],"['oracle jrockit', 'oracle jre', 'sun jdk', 'oracle jdk', 'sun jre']","Unspecified vulnerability in Oracle Java SE 7u40 and earlier, Java SE 6u60 and earlier, JRockit R28.2.8 and earlier, JRockit R27.7.6 and earlier, and Java SE Embedded 7u40 and earlier allows remote attackers to affect availability via unknown vectors related to Security.",,
CVE-2017-12615,"['maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core']",[],When running Apache Tomcat 7.0.0 to 7.0.79 on Windows with HTTP PUTs enabled (e.g. via setting the readonly initialisation parameter of the Default to false) it was possible to upload a JSP file to the server via a specially crafted request. This JSP could then be requested and any code it contained would be executed by the server.,CWE-434,Unrestricted Upload of File with Dangerous Type
CVE-2020-2252,['maven:org.jenkins-ci.plugins:mailer'],['jenkins mailer'],Jenkins Mailer Plugin 1.32 and earlier does not perform hostname validation when connecting to the configured SMTP server.,CWE-295,Improper Certificate Validation
CVE-2018-1067,['maven:io.undertow:undertow-core'],['redhat undertow'],"In Undertow before versions 7.1.2.CR1, 7.1.2.GA it was found that the fix for CVE-2016-4993 was incomplete and Undertow web server is vulnerable to the injection of arbitrary HTTP headers, and also response splitting, due to insufficient sanitization and validation of user input before the input is used as part of an HTTP header value.",CWE-113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting')
CVE-2014-8114,"['maven:org.uberfire:uberfire-security-server', 'maven:org.uberfire:uberfire-server']",['redhat uberfire'],"The UberFire Framework 0.3.x does not properly restrict paths, which allows remote attackers to (1) execute arbitrary code by uploading crafted content to FileUploadServlet or (2) read arbitrary files via vectors involving FileDownloadServlet.",,
CVE-2018-12418,['maven:com.github.junrar:junrar'],['junrar_project junrar'],"Archive.java in Junrar before 1.0.1, as used in Apache Tika and other products, is affected by a denial of service vulnerability due to an infinite loop when handling corrupt RAR files.",CWE-835,Loop with Unreachable Exit Condition ('Infinite Loop')
CVE-2016-0791,['maven:org.jenkins-ci.main:jenkins-core'],"['redhat openshift', 'jenkins jenkins']","Jenkins before 1.650 and LTS before 1.642.2 do not use a constant-time algorithm to verify CSRF tokens, which makes it easier for remote attackers to bypass a CSRF protection mechanism via a brute-force approach.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2015-7520,['maven:org.apache.wicket:wicket-core'],['apache wicket'],"Multiple cross-site scripting (XSS) vulnerabilities in the (1) RadioGroup and (2) CheckBoxMultipleChoice classes in Apache Wicket 1.5.x before 1.5.15, 6.x before 6.22.0, and 7.x before 7.2.0 allow remote attackers to inject arbitrary web script or HTML via a crafted ""value"" attribute in a <input> element.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2012-5370,['maven:org.jruby:jruby'],['jruby jruby'],"JRuby computes hash values without properly restricting the ability to trigger hash collisions predictably, which allows context-dependent attackers to cause a denial of service (CPU consumption) via crafted input to an application that maintains a hash table, as demonstrated by a universal multicollision attack against the MurmurHash2 algorithm, a different vulnerability than CVE-2011-4838.",,
CVE-2015-0225,['maven:org.apache.cassandra:cassandra-all'],['apache cassandra'],"The default configuration in Apache Cassandra 1.2.0 through 1.2.19, 2.0.0 through 2.0.13, and 2.1.0 through 2.1.3 binds an unauthenticated JMX/RMI interface to all network interfaces, which allows remote attackers to execute arbitrary Java code via an RMI request.",CWE-77,Improper Neutralization of Special Elements used in a Command ('Command Injection')
CVE-2018-1295,['maven:org.apache.ignite:ignite-core'],['apache ignite'],"In Apache Ignite 2.3 or earlier, the serialization mechanism does not have a list of classes allowed for serialization/deserialization, which makes it possible to run arbitrary code when 3-rd party vulnerable classes are present in Ignite classpath. The vulnerability can be exploited if the one sends a specially prepared form of a serialized object to one of the deserialization endpoints of some Ignite components - discovery SPI, Ignite persistence, Memcached endpoint, socket steamer.",CWE-502,Deserialization of Untrusted Data
