ID,Values from Dict1
CVE-2013-4590,"'maven:org.apache.tomcat.embed:tomcat-embed-jasper', 'maven:org.apache.tomcat:coyote', 'maven:org.apache.tomcat:tomcat-util', 'maven:org.apache.tomcat:catalina-ant', 'maven:org.apache.tomcat:tomcat-catalina-ant', 'maven:org.apache.tomcat:tomcat-jasper', 'maven:org.apache.tomcat:catalina', 'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:jasper'"
CVE-2020-7769,'maven:org.webjars.npm:nodemailer'
CVE-2020-5529,'maven:net.sourceforge.htmlunit:htmlunit'
CVE-2014-0151,'maven:org.ovirt.engine.sdk:ovirt-engine-sdk-java'
CVE-2019-1003087,'maven:org.jenkins-ci.plugins:labmanager'
CVE-2017-12611,'maven:org.apache.struts:struts2-core'
CVE-2015-5344,"'maven:org.apache.camel:camel-xstream', 'maven:org.apache.camel:camel-core'"
CVE-2018-1000144,'maven:org.jenkins-ci.plugins:cucumber-living-documentation'
CVE-2012-4529,"'maven:org.jboss.as:jboss-as-web', 'maven:org.apache.tomcat:tomcat-catalina', 'maven:tomcat:catalina', 'maven:org.apache.tomcat:catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2015-9478,'maven:org.webjars.bower:pretty-photo'
CVE-2016-3722,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2022-23559,'maven:org.tensorflow:tensorflow-lite'
CVE-2020-2202,'maven:org.jenkins-ci.plugins:fortify-on-demand-uploader'
CVE-2019-1003020,'maven:org.jenkins-ci.plugins:kanboard'
CVE-2020-1940,'maven:org.apache.jackrabbit:oak-core'
CVE-2017-5636,"'maven:org.apache.nifi:nifi-web-content-access', 'maven:org.apache.nifi:nifi-framework-api', 'maven:org.apache.nifi:nifi-framework-cluster', 'maven:org.apache.nifi:nifi-custom-ui-utilities', 'maven:org.apache.nifi:nifi-framework-authorization', 'maven:org.apache.nifi:nifi-web-security'"
CVE-2018-1999027,'maven:org.jenkins-ci.plugins:saltstack'
CVE-2017-10910,'maven:org.webjars.npm:mqtt'
CVE-2020-1960,"'maven:org.apache.flink:flink-core', 'maven:org.apache.flink:flink-metrics-core', 'maven:org.apache.flink:flink-metrics-jmx_2.11', 'maven:org.apache.flink:flink-metrics-jmx', 'maven:org.apache.flink:flink-metrics-jmx_2.12'"
CVE-2022-0981,'maven:io.quarkus.resteasy.reactive:resteasy-reactive-vertx'
CVE-2020-2122,'maven:org.jenkins-ci.plugins:brakeman'
CVE-2018-1000610,'maven:io.jenkins:configuration-as-code'
CVE-2013-4116,'maven:org.webjars.bower:browser-request'
CVE-2008-0128,'maven:tomcat:catalina'
CVE-2016-2174,'maven:org.apache.ranger:ranger'
CVE-2019-0212,"'maven:org.apache.hbase:hbase', 'maven:org.apache.hbase:hbase-rest'"
CVE-2020-2316,'maven:org.jvnet.hudson.plugins:analysis-core'
CVE-2012-1154,'maven:org.jboss.mod_cluster:mod_cluster'
CVE-2020-2123,'maven:org.jenkins-ci.plugins:radargun'
CVE-2014-3527,"'maven:org.springframework.security:spring-security-core', 'maven:org.springframework.security:spring-security-cas'"
CVE-2017-15686,'maven:org.craftercms:crafter-studio'
CVE-2020-5397,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-webmvc', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-web', 'maven:org.springframework:spring-web', 'maven:org.springframework:spring-webflux', 'maven:org.springframework:spring-webmvc'"
CVE-2019-10318,'maven:org.jenkins-ci.plugins:azure-ad'
CVE-2019-10300,'maven:org.jenkins-ci.plugins:gitlab-plugin'
CVE-2020-1718,"'maven:org.keycloak:keycloak-parent', 'maven:org.keycloak:keycloak-services'"
CVE-2017-3162,'maven:org.apache.hadoop:hadoop-hdfs'
CVE-2020-2217,'maven:org.jenkins-ci.plugins:compatibility-action-storage'
CVE-2018-1000055,'maven:org.jvnet.hudson.plugins:android-lint'
CVE-2018-8017,"'maven:org.apache.tika:tika-core', 'maven:org.apache.tika:tika-server', 'maven:org.apache.tika:tika-bundle', 'maven:org.apache.tika:tika-app', 'maven:org.apache.tika:tika-parsers'"
CVE-2019-10078,"'maven:org.apache.jspwiki:jspwiki-main', 'maven:org.apache.jspwiki:jspwiki-war'"
CVE-2014-4715,'maven:net.jpountz.lz4:lz4'
CVE-2011-3376,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-catalina'"
CVE-2018-1115,'maven:ru.yandex.qatools.embed:postgresql-embedded'
CVE-2013-1768,"'maven:org.apache.openjpa:openjpa-all', 'maven:org.apache.openjpa:openjpa-slice', 'maven:org.apache.openjpa:openjpa-lib', 'maven:org.apache.openjpa:openjpa', 'maven:org.apache.openjpa:openjpa-kernel'"
CVE-2022-25173,'maven:org.jenkins-ci.plugins.workflow:workflow-cps'
CVE-2017-15693,"'maven:org.apache.geode:geode-modules', 'maven:org.apache.geode:geode-core'"
CVE-2018-8018,'maven:org.apache.ignite:ignite-core'
CVE-2020-1698,'maven:org.keycloak:keycloak-authz-client'
CVE-2021-45046,"'maven:org.ops4j.pax.logging:pax-logging-log4j2', 'maven:org.apache.logging.log4j:log4j-core'"
CVE-2012-0392,"'maven:com.opensymphony:xwork-core', 'maven:org.apache.struts.xwork:xwork-core', 'maven:org.apache.struts:struts2-core'"
CVE-2018-12536,"'maven:org.eclipse.jetty:jetty-webapp', 'maven:org.eclipse.jetty:jetty-servlet', 'maven:org.eclipse.jetty:jetty-util', 'maven:org.eclipse.jetty:jetty-server'"
CVE-2018-1999034,'maven:com.inedo.proget:inedo-proget'
CVE-2018-16487,"'maven:org.fujion.webjars:lodash', 'maven:org.webjars.bower:lodash', 'maven:org.webjars:lodash', 'maven:org.webjars.bowergithub.lodash:lodash'"
CVE-2016-6652,'maven:org.springframework.data:spring-data-jpa'
CVE-2009-2693,"'maven:tomcat:catalina', 'maven:org.apache.tomcat:catalina'"
CVE-2014-0121,'maven:io.hawt:hawtio-karaf-terminal'
CVE-2011-0534,"'maven:org.apache.tomcat:tomcat-coyote', 'maven:org.apache.tomcat:coyote'"
CVE-2020-7660,'maven:org.webjars.npm:serialize-javascript'
CVE-2008-6505,'maven:org.apache.struts:struts2-core'
CVE-2019-10398,'maven:org.jenkins-ci.plugins:beaker-builder'
CVE-2019-10103,"'maven:org.jetbrains.kotlin:kotlin-stdlib', 'maven:org.jetbrains.kotlin:kotlin-stdlib-jdk7', 'maven:org.jetbrains.kotlin:kotlin-reflect', 'maven:org.jetbrains.kotlin:kotlin-stdlib-common', 'maven:org.jetbrains.kotlin:kotlin-stdlib-jdk8'"
CVE-2017-18214,"'maven:org.webjars:momentjs', 'maven:org.webjars.bower:momentjs', 'maven:org.webjars.npm:moment', 'maven:org.webjars:AdminLTE', 'maven:org.webjars.bower:moment', 'maven:org.webjars.npm:github-com-moment-moment'"
CVE-2016-8629,"'maven:org.keycloak:keycloak-core', 'maven:org.keycloak:keycloak-services', 'maven:org.keycloak:keycloak-model-infinispan'"
CVE-2019-10319,'maven:org.jenkins-ci.plugins:pam-auth'
CVE-2019-16148,"'maven:org.sakaiproject:base', 'maven:org.sakaiproject:chat-base'"
CVE-2013-6429,"'maven:org.springframework:spring-webmvc', 'maven:org.springframework:org.springframework.web', 'maven:org.springframework:spring-web'"
CVE-2017-5929,"'maven:ch.qos.logback:logback-access', 'maven:ch.qos.logback:logback-classic', 'maven:ch.qos.logback:logback-core'"
CVE-2019-13236,'maven:org.opencms:opencms-core'
CVE-2017-16119,"'maven:org.webjars.npm:bourbon-neat', 'maven:org.webjars:browser-sync', 'maven:org.webjars.npm:fresh'"
CVE-2019-0225,"'maven:org.apache.jspwiki:jspwiki-war', 'maven:org.apache.jspwiki:jspwiki-main'"
CVE-2018-17201,'maven:org.apache.sanselan:sanselan'
CVE-2016-0732,"'maven:org.cloudfoundry.identity:cloudfoundry-identity-server', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-common'"
CVE-2018-1294,'maven:org.apache.commons:commons-email'
CVE-2017-16010,'maven:org.webjars.bower:i18next'
CVE-2014-0364,"'maven:org.igniterealtime.smack:smack', 'maven:jivesoftware:smack', 'maven:jivesoftware:smackx'"
CVE-2020-2310,'maven:org.jenkins-ci.plugins:ansible'
CVE-2016-3084,"'maven:org.cloudfoundry.identity:cloudfoundry-identity-server', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-scim', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-login'"
CVE-2019-1003026,'maven:org.jenkins-ci.plugins:mattermost'
CVE-2017-4963,"'maven:org.cloudfoundry.identity:cloudfoundry-identity-uaa', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-server', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-common'"
CVE-2021-36374,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.ant', 'maven:org.apache.ant:ant'"
CVE-2013-1777,'maven:org.apache.geronimo.framework:geronimo-jmx-remoting'
CVE-2018-19413,"'maven:org.sonarsource.sonarqube:sonar-plugin-api', 'maven:org.sonarsource.sonarqube:sonar-server'"
CVE-2020-1933,'maven:org.apache.nifi:nifi-web-api'
CVE-2019-10753,"'maven:com.diffplug.spotless:spotless-eclipse-cdt', 'maven:com.diffplug.spotless:spotless-eclipse-wtp', 'maven:com.diffplug.spotless:spotless-eclipse-groovy'"
CVE-2021-21341,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream-java8', 'maven:com.thoughtworks.xstream:xstream'"
CVE-2018-1114,'maven:io.undertow:undertow-core'
CVE-2017-1000401,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2021-44550,'maven:edu.stanford.nlp:stanford-corenlp'
CVE-2021-39147,'maven:com.thoughtworks.xstream:xstream'
CVE-2018-11793,'maven:org.apache.mesos:mesos'
CVE-2011-1183,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-catalina'"
CVE-2011-2732,"'maven:org.springframework.security:spring-security-web', 'maven:org.springframework.security:spring-security-core'"
CVE-2019-3873,'maven:org.picketlink:picketlink-common'
CVE-2013-0239,"'maven:org.apache.cxf:cxf-bundle', 'maven:org.apache.cxf:cxf-bundle-minimal', 'maven:org.apache.cxf:cxf-rt-ws-security'"
CVE-2018-1000014,"'maven:org.jenkins-ci.plugins:translation', 'maven:org.hudsonci.plugins:translation'"
CVE-2012-6612,"'maven:org.apache.solr:solr-dataimporthandler', 'maven:org.apache.solr:solr-core'"
CVE-2018-1258,"'maven:org.springframework:spring-core', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-security-config', 'maven:org.springframework.security:spring-security-config'"
CVE-2014-2059,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2018-1000182,'maven:org.jenkins-ci.plugins:git'
CVE-2020-5263,"'maven:org.webjars.npm:auth0-js', 'maven:org.webjars.bower:auth0.js'"
CVE-2019-16543,'maven:com.inflectra.spiratest.plugins:inflectra-spira-integration'
CVE-2018-20698,'maven:com.floragunn:search-guard-kibana-plugin'
CVE-2015-2944,"'maven:org.apache.sling:org.apache.sling.api', 'maven:org.apache.sling:org.apache.sling.servlets.post'"
CVE-2020-2230,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2020-36186,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2020-2263,'maven:org.jenkins-ci.plugins:radiatorviewplugin'
CVE-2013-4942,'maven:org.webjars:yui'
CVE-2019-10281,'maven:org.jenkins-ci.plugins:relution-publisher'
CVE-2019-0192,'maven:org.apache.solr:solr-core'
CVE-2019-1003031,'maven:org.jenkins-ci.plugins:matrix-project'
CVE-2019-10437,'maven:org.jenkins-ci.plugins:crx-content-package-deployer'
CVE-2014-0109,"'maven:org.apache.cxf:cxf-bundle', 'maven:org.apache.cxf:cxf-api', 'maven:org.apache.cxf:cxf-bundle-minimal', 'maven:org.apache.cxf:cxf-rt-core'"
CVE-2015-2575,'maven:mysql:mysql-connector-java'
CVE-2018-1000600,'maven:com.coravy.hudson.plugins.github:github'
CVE-2020-23811,'maven:com.xuxueli:xxl-job'
CVE-2014-7808,"'maven:org.apache.wicket:wicket-util', 'maven:org.apache.wicket:wicket-core'"
CVE-2013-4128,'maven:org.jboss:jboss-ejb-client'
CVE-2011-5057,'maven:org.apache.struts:struts2-core'
CVE-2013-2251,'maven:org.apache.struts:struts2-core'
CVE-2020-5229,"'maven:org.opencastproject:opencast-kernel', 'maven:org.opencastproject:opencast-userdirectory', 'maven:org.opencastproject:opencast-common', 'maven:org.opencastproject:opencast-common-jpa-impl'"
CVE-2016-10027,"'maven:org.igniterealtime.smack:smack-core', 'maven:org.igniterealtime.smack:smack-tcp'"
CVE-2017-12628,"'maven:org.apache.james:james-server', 'maven:org.apache.james:james-server-core'"
CVE-2020-10204,"'maven:org.sonatype.nexus:nexus-security', 'maven:org.sonatype.nexus:nexus-core'"
CVE-2019-10310,'maven:org.jenkins-ci.plugins:ansible-tower'
CVE-2019-17573,"'maven:org.apache.cxf:cxf', 'maven:org.apache.cxf:cxf-bundle', 'maven:org.apache.cxf:apache-cxf', 'maven:org.apache.cxf:cxf-rt-transports-http'"
CVE-2013-4213,'maven:org.jboss:jboss-ejb-client'
CVE-2012-3376,'maven:org.apache.hadoop:hadoop-hdfs'
CVE-2019-13990,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.quartz', 'maven:org.quartz-scheduler:quartz'"
CVE-2020-36181,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2005-3164,'maven:tomcat:tomcat-ajp'
CVE-2017-7674,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-catalina'"
CVE-2022-25176,'maven:org.jenkins-ci.plugins.workflow:workflow-cps'
CVE-2016-6798,'maven:org.apache.sling:org.apache.sling.xss'
CVE-2016-4436,"'maven:org.apache.struts:struts2-rest-plugin', 'maven:org.apache.struts:struts2-core'"
CVE-2020-8237,'maven:org.webjars.npm:json-bigint'
CVE-2019-10383,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2014-4172,'maven:org.jasig.cas:cas-client-core'
CVE-2020-21266,'maven:org.broadleafcommerce:broadleaf-framework'
CVE-2020-36518,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2014-0074,"'maven:org.apache.shiro.tools:shiro-tools-hasher', 'maven:org.apache.shiro:shiro-all', 'maven:org.apache.shiro:shiro-core'"
CVE-2019-11279,"'maven:org.cloudfoundry.identity:cloudfoundry-identity-common', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-server'"
CVE-2017-12197,"'maven:org.jvnet.libpam4j:libpam4j', 'maven:org.kohsuke:libpam4j'"
CVE-2020-2269,'maven:org.jenkins-ci.plugins:chosen-views-tabbar'
CVE-2020-2240,'maven:org.jenkins-ci.plugins:database'
CVE-2020-9493,"'maven:org.apache.log4j:com.springsource.org.apache.log4j', 'maven:log4j:log4j', 'maven:org.clojars.aaroniba:log4j', 'maven:apache-log4j:log4j'"
CVE-2016-10521,'maven:org.webjars:jshamcrest'
CVE-2017-12159,'maven:org.keycloak:keycloak-services'
CVE-2013-3300,"'maven:net.liftweb:lift-json_2.9.1', 'maven:net.liftweb:lift-json_2.8.0', 'maven:net.liftweb:lift-json_2.9.0-1', 'maven:net.liftweb:lift-json', 'maven:net.liftweb:lift-json_2.8.1'"
CVE-2017-12196,'maven:io.undertow:undertow-core'
CVE-2018-25031,'maven:io.springfox:springfox-swagger-ui'
CVE-2018-15758,'maven:org.springframework.security.oauth:spring-security-oauth2'
CVE-2018-1263,'maven:org.springframework.integration:spring-integration-zip'
CVE-2019-10418,'maven:io.fabric8.pipeline:kubernetes-pipeline-arquillian-steps'
CVE-2016-9487,'maven:org.idpf:epubcheck'
CVE-2020-2226,'maven:org.jenkins-ci.plugins:matrix-auth'
CVE-2018-1000067,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2017-1000245,'maven:org.jenkins-ci.plugins:ssh'
CVE-2019-10285,'maven:org.jenkins-ci.plugins:minio-storage'
CVE-2018-9206,'maven:org.webjars.bower:blueimp-file-upload'
CVE-2018-21234,'maven:org.jodd:jodd-json'
CVE-2019-0187,"'maven:org.apache.jmeter:ApacheJMeter', 'maven:org.apache.jmeter:ApacheJMeter_core'"
CVE-2017-1000087,'maven:org.jenkins-ci.plugins:github-branch-source'
CVE-2017-1000084,'maven:org.jenkins-ci.plugins:parameterized-trigger'
CVE-2021-22118,"'maven:org.springframework:spring-web', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-web'"
CVE-2019-0228,'maven:org.apache.pdfbox:pdfbox'
CVE-2015-0264,"'maven:org.apache.camel:apache-camel', 'maven:org.apache.camel:camel-core'"
CVE-2015-5349,"'maven:org.apache.directory.studio:org.apache.directory.studio.plugins-parent', 'maven:org.apache.directory.studio:org.apache.directory.studio.ldapbrowser.core', 'maven:org.apache.directory.studio:ldapbrowser.core'"
CVE-2018-16115,"'maven:com.typesafe.akka:akka-remote_2.13.0-M3', 'maven:com.typesafe.akka:akka-actor_2.12', 'maven:com.typesafe.akka:akka-actor_2.11'"
CVE-2009-0783,"'maven:org.apache.tomcat:catalina', 'maven:tomcat:catalina'"
CVE-2020-2204,'maven:org.jenkins-ci.plugins:fortify-on-demand-uploader'
CVE-2019-3797,'maven:org.springframework.data:spring-data-jpa'
CVE-2020-2254,'maven:io.jenkins.blueocean:blueocean-git-pipeline'
CVE-2015-8103,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2018-1000542,'maven:com.igormaznitsa:mind-map-swing-panel'
CVE-2016-3101,'maven:org.jenkins-ci.plugins:extra-columns'
CVE-2018-1000189,'maven:org.jenkins-ci.plugins:absint-astree'
CVE-2017-9801,'maven:org.apache.commons:commons-email'
CVE-2020-24591,'maven:org.wso2.carbon.analytics-common:org.wso2.carbon.event.receiver.core'
CVE-2019-10406,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2021-39145,'maven:com.thoughtworks.xstream:xstream'
CVE-2019-10412,'maven:com.inedo.proget:inedo-proget'
CVE-2022-27198,'maven:org.jenkins-ci.plugins:aws-credentials'
CVE-2019-10359,'maven:org.jenkins-ci.plugins.m2release:m2release'
CVE-2017-1000402,"'maven:org.jenkins-ci.plugins:swarm-plugin', 'maven:commons-httpclient:commons-httpclient', 'maven:org.jenkins-ci.plugins:swarm-client'"
CVE-2020-2313,'maven:org.jenkins-ci.plugins:azure-keyvault'
CVE-2017-3159,'maven:org.apache.camel:camel-snakeyaml'
CVE-2020-11415,'maven:org.sonatype.nexus.plugins:nexus-coreui-plugin'
CVE-2019-10088,'maven:org.apache.tika:tika-core'
CVE-2014-3530,"'maven:org.picketlink:picketlink-common', 'maven:org.picketlink:picketlink-core', 'maven:org.picketlink:picketlink-fed-core'"
CVE-2017-3586,'maven:mysql:mysql-connector-java'
CVE-2019-10447,'maven:io.jenkins.plugins:sofy-ai'
CVE-2015-5169,'maven:org.apache.struts:struts2-core'
CVE-2019-14439,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2018-1000153,'maven:org.jenkins-ci.plugins:vsphere-cloud'
CVE-2010-2227,"'maven:org.apache.tomcat:coyote', 'maven:tomcat:tomcat-coyote', 'maven:org.apache.tomcat:tomcat-coyote'"
CVE-2017-5617,'maven:com.kitfox.svg:svg-salamander'
CVE-2021-37714,'maven:org.jsoup:jsoup'
CVE-2019-1003084,'maven:org.jenkins-ci.plugins:zephyr-enterprise-test-management'
CVE-2018-1000407,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2020-7611,"'maven:io.micronaut:micronaut-http-client', 'maven:io.micronaut:micronaut-http-netty'"
CVE-2016-5725,"'maven:jsch:jsch', 'maven:com.jcraft:jsch'"
CVE-2012-4549,'maven:org.jboss.as:jboss-as-ejb3'
CVE-2019-9154,'maven:org.webjars.npm:openpgp'
CVE-2020-10693,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.hibernate-validator', 'maven:org.hibernate:hibernate-validator', 'maven:org.hibernate.validator:hibernate-validator'"
CVE-2018-12532,'maven:org.richfaces:richfaces-a4j'
CVE-2016-3102,'maven:org.jenkins-ci.plugins:script-security'
CVE-2017-12649,'maven:com.liferay:com.liferay.asset.browser.web'
CVE-2018-11693,'maven:org.webjars.npm:node-sass'
CVE-2008-2370,"'maven:tomcat:catalina', 'maven:org.apache.tomcat:catalina'"
CVE-2015-6524,"'maven:org.apache.activemq:activemq-web', 'maven:org.apache.activemq:activemq-broker', 'maven:org.apache.activemq:activemq-all', 'maven:org.apache.activemq:activemq-jaas', 'maven:org.apache.activemq:activemq-core', 'maven:org.apache.activemq:activemq-osgi'"
CVE-2014-0229,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.hadoop-client', 'maven:org.apache.hadoop:hadoop-hdfs'"
CVE-2016-0711,'maven:org.apache.portals.jetspeed-2:j2-admin'
CVE-2017-17717,"'maven:org.sonatype.nexus:nexus-ldap-common', 'maven:org.sonatype.nexus:nexus-core', 'maven:org.sonatype.nexus:nexus-security'"
CVE-2015-4165,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.elasticsearch', 'maven:org.elasticsearch:elasticsearch'"
CVE-2012-5633,"'maven:org.apache.cxf:cxf-bundle-jaxrs', 'maven:org.apache.cxf:cxf-rt-bindings-soap', 'maven:org.apache.cxf:cxf-rt-ws-security', 'maven:org.apache.cxf:cxf-bundle', 'maven:org.apache.cxf:cxf-bundle-minimal', 'maven:org.apache.cxf:cxf-rt-bindings-xml', 'maven:org.apache.cxf:cxf-api', 'maven:org.apache.cxf:cxf-rt-core'"
CVE-2018-1000188,'maven:org.jenkins-ci.plugins:cas-plugin'
CVE-2016-4434,"'maven:org.apache.tika:tika-core', 'maven:org.apache.tika:tika', 'maven:org.apache.tika:tika-bundle', 'maven:org.apache.tika:tika-parsers'"
CVE-2011-4343,"'maven:org.apache.myfaces.shared:myfaces-shared-core', 'maven:org.apache.myfaces.core:myfaces-bundle', 'maven:org.apache.myfaces.core.internal:myfaces-impl-shared', 'maven:org.apache.myfaces.core:myfaces-impl', 'maven:org.apache.myfaces.core:myfaces-api'"
CVE-2019-1003048,'maven:com.programmingresearch:prqa-plugin'
CVE-2011-2731,'maven:org.springframework.security:spring-security-core'
CVE-2017-7556,"'maven:io.hawt:project', 'maven:io.hawt:hawtio-springboot'"
CVE-2018-1297,'maven:org.apache.jmeter:ApacheJMeter_core'
CVE-2020-24706,'maven:org.wso2.carbon:org.wso2.carbon.ui'
CVE-2020-2234,"'maven:org.jenkins-ci.plugins:pipeline-maven-parent', 'maven:org.jenkins-ci.plugins:pipeline-maven'"
CVE-2014-0110,"'maven:org.apache.cxf:cxf-bundle', 'maven:org.apache.cxf:cxf-bundle-minimal', 'maven:org.apache.cxf:cxf-api', 'maven:org.apache.cxf:cxf-bundle-jaxrs', 'maven:org.apache.cxf:cxf-rt-core', 'maven:org.apache.cxf:cxf-rt-transports-http'"
